/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_34_4.jpg,120,400,1265,465,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_34_5.jpg,116,487,602,533,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_34_6.jpg,135,572,1043,617,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_34_7.jpg,134,656,934,709,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35.jpg,128,151,778,197,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_1.jpg,118,68,723,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_2.jpg,138,236,816,283,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_3.jpg,135,578,1573,625,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_4.jpg,140,406,1330,463,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_5.jpg,139,321,654,378,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_6.jpg,125,490,521,547,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_7.jpg,803,320,1308,378,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_8.jpg,635,490,785,536,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_9.jpg,530,642,576,687,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_45.jpg,790,69,952,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_45_1.jpg,157,69,303,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_45_2.jpg,417,66,694,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_45_3.jpg,1050,66,1199,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_10.jpg,670,640,711,684,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_11.jpg,800,639,1032,685,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/chekbox/amount_ch_0_1_35_12.jpg,1161,639,1388,685,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_6_1.jpg,273,43,314,89,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_6_2.jpg,125,40,178,92,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_6_3.jpg,408,43,506,89,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34.jpg,117,231,1152,278,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_1.jpg,134,65,501,105,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_2.jpg,135,130,659,200,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_3.jpg,120,317,1207,363,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_4.jpg,120,400,1265,465,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_5.jpg,116,487,602,533,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_6.jpg,135,572,1043,617,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_34_7.jpg,134,656,934,709,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35.jpg,128,151,778,197,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_1.jpg,118,68,723,112,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_2.jpg,138,236,816,283,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_3.jpg,135,578,1573,625,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_4.jpg,140,406,1330,463,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_5.jpg,139,321,654,378,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_6.jpg,125,490,521,547,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_7.jpg,803,320,1308,378,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/with_box/cross/amount_cr_0_1_35_8.jpg,635,490,785,536,yes
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_31.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_32.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_36.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_37.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_38.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_39.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_4.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_40.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_41.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_42.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_43.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_44.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_46.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_47.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_48.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_5.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_7.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_8.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Nor_data_hrach/Hrach/images_negativ/amount0_1_9.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_0.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_1.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_2.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_3.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4.jpg,310,50,355,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_1.jpg,105,50,170,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_2.jpg,310,50,355,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_3.jpg,105,50,170,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_4.jpg,105,50,170,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_5.jpg,310,50,355,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_6.jpg,105,50,170,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_7.jpg,310,50,355,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_8.jpg,310,50,355,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_9.jpg,110,50,175,105,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_10.jpg,310,55,355,110,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_4_11.jpg,119,54,173,103,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_5.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_6.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_7.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_8.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_9.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_10.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_11.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_12.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_13.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_14.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_15.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_16.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_17.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_18.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_19.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_20.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_21.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_22.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_23.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24.jpg,165,150,780,210,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_1.jpg,165,14,660,60,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_2.jpg,165,85,540,140,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_3.jpg,165,225,382,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_4.jpg,1010,14,1490,72,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_5.jpg,1010,83,1545,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_6.jpg,1010,288,1360,346,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_7.jpg,165,14,660,60,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_8.jpg,165,150,780,210,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_9.jpg,165,85,540,140,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_10.jpg,165,225,382,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_11.jpg,1010,14,1490,72,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_12.jpg,1010,83,1545,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_13.jpg,1010,288,1360,346,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_14.jpg,165,14,660,60,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_15.jpg,165,150,780,210,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_16.jpg,165,85,540,140,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_17.jpg,165,225,382,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_18.jpg,1010,14,1490,72,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_19.jpg,1010,83,1545,280,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_24_20.jpg,1010,288,1360,346,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25.jpg,700,84,954,134,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_1.jpg,156,14,271,63,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_2.jpg,154,85,420,142,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_3.jpg,700,17,965,71,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_10.jpg,1242,14,1471,63,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_11.jpg,1242,85,1595,143,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_12.jpg,700,84,954,134,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_13.jpg,156,14,271,63,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_14.jpg,154,85,420,142,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_15.jpg,700,17,965,71,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_16.jpg,1242,14,1471,63,yes
/content/gdrive/My Drive/dataset_ml1/Sedrak/images/amount0_25_17.jpg,1242,85,1595,143,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0.jpg,1990,50,2275,107,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_1.jpg,209,50,497,108,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_2.jpg,1042,40,1621,120,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_2_avel.jpg,1039,46,1627,130,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_3.jpg,208,200,506,256,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_4.jpg,1040,200,1615,266,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_5.jpg,2024,200,2224,253,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_6.jpg,2024,200,2224,253,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_7.jpg,2024,200,2224,253,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_8.jpg,209,50,497,108,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_9.jpg,208,200,506,256,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_10.jpg,1040,200,1615,266,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_11.jpg,1042,40,1621,120,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_12.jpg,1990,50,2275,107,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/0_13.jpg,2024,200,2224,253,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1.jpg,713,50,799,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1_1.jpg,320,45,437,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1_2.jpg,1020,50,1309,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1_3.jpg,320,45,437,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1_4.jpg,713,50,799,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/1_5.jpg,1020,50,1309,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/2.jpg,640,53,725,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/2_1.jpg,255,53,366,108,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/2_2.jpg,1000,52,1423,119,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/2_4.jpg,640,53,725,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/2_6.jpg,1000,52,1423,119,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/3.jpg,993,50,1080,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/3_1.jpg,260,50,370,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/3_2.jpg,260,50,370,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/3_3.jpg,993,50,1080,106,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4.jpg,1558,81,2652,149,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_avel.jpg,1558,81,2652,149,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_avel2.jpg,1556,80,2654,151,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_1.jpg,224,82,1045,139,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_2.jpg,225,195,752,262,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_3.jpg,228,308,1070,372,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_4.jpg,1559,193,2810,262,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_4_avel.jpg,1559,193,2810,262,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_5.jpg,1558,290,3451,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_6.jpg,1558,270,3200,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_7.jpg,1558,270,2700,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_8.jpg,224,82,1045,139,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_9.jpg,225,195,752,262,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_10.jpg,228,308,1070,372,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_11.jpg,1558,81,2652,149,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_12.jpg,1559,193,2810,262,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_13.jpg,1558,270,3000,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_14.jpg,1558,260,3500,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/4_15.jpg,1558,270,2700,371,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/5.jpg,1500,50,2300,110,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/5_avel.jpg,1500,50,2300,110,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/5_1.jpg,1117,50,1230,110,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/5_2.jpg,1117,50,1230,110,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/5_3.jpg,1500,50,2300,110,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6.jpg,995,50,1292,134,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_1.jpg,240,79,780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_2.jpg,1585,78,2780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_3.jpg,1585,78,2780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_4.jpg,1585,78,2780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_5.jpg,240,79,780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_6.jpg,995,50,1292,134,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_7.jpg,1585,78,2780,140,yes
/content/gdrive/My Drive/dataset_ml1/Shahane/Shahane_image/6_8.jpg,1585,78,2780,140,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4548.jpg,80,25,135,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4548.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4549.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/images_8/4550.jpg,505,18,670,55,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4551.jpg,80,25,135,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4551.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4552.jpg,330,15,480,50,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4553.jpg,1340,15,1580,50,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4554.jpg,1385,5,1620,95,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4555.jpg,80,25,135,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4555.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4556.jpg,700,10,890,95,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4557.jpg,85,25,140,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4557.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4558.jpg,70,25,125,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4558.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4559.jpg,840,25,1190,70,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4560.jpg,1100,20,1225,55,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4561.jpg,,,,,
/content/gdrive/My Drive/dataset_ml1/images_8/4562.jpg,505,20,670,55,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4563.jpg,85,25,140,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4563.jpg,660,10,770,65,elipse
/content/gdrive/My Drive/dataset_ml1/images_8/4564.jpg,20,15,145,55,yes
/content/gdrive/My Drive/dataset_ml1/images_8/4565.jpg,85,25,140,65,ok
/content/gdrive/My Drive/dataset_ml1/images_8/4565.jpg,660,10,770,65,elipse
